Naturalidade,lat,lon
Breves,-1.68036,-50.479085
Catania,-12.9996866,-38.4644051
Barra do Garça,-23.5045051,-46.7612066
Crema,-13.0067153,-38.5238214
Kano,-22.9714557,-43.3706234
Rolim de Moura,-11.727071,-61.771411
Jõao Pessoa,-7.1215981,-34.882028
Ribeirópolis,-10.5405577,-37.4368783
Medianeira,-25.2954233,-54.0940666
Aracatu,-14.4274236,-41.4604105
Paraguaçu,-21.547222,-45.7375
Concepción,-36.8142076,-73.0584102
Alenquer,-1.946229,-54.738355
Santa Rita de Caldas,-22.028889,-46.336944
Lages,-27.8165664,-50.325883
Auriflama,-20.6840418,-50.5554616
Frederico  Westphalen,-27.35711,-53.3964117
Sêrro,-18.604444,-43.379445
Tarija,-16.6871416,-49.3704138
Potirendaba,-21.0457369,-49.3767154
Aquidauana,-20.473969,-55.7821375
Ajuricaba,-28.239654,-53.7693013
São José do Rio Claro,-13.4467103,-56.7214365
Lima,-11.5228352,-37.8968668
Tingo Maria,-22.7157037,-42.683339
Capim Branco,-19.548333,-44.133056
Rio de Contas,-13.5803333,-41.8112152
Alcobaça,-17.5215875,-39.1965474
Loanda,-22.9320944,-53.1352452
Wagner,-12.2818593,-41.1686734
Lambayeque-Chiclayo,-6.7703537,-79.7879974
Aracê,-20.3479857,-41.0077266
Campos Sales,-7.0750814,-40.3830178
Barranquilla - Atlantico,10.9485235,-74.8125333
Capão Bonito,-24.0048759,-48.3489848
Barbalha,-7.3121067,-39.3036427
Rio Grande,-25.8598258,-51.7005236
Barranquilla - Atlántico,10.9485235,-74.8125333
Campinas do Sul,-27.7167968,-52.6257885
Montevideo,-17.450464,-51.1737162
Santa VItória do Palmar,-33.5198333,-53.3693967
Contamana - Ucayali,-7.3520147,-75.0092429
Murici,-9.306823,-35.942798
Asuncion,-25.3024981,-57.6356889
Medellin-Antioquia,6.2525506,-75.5589541
Guatemala,-19.8640924,-40.3895041
Guarabira,-6.8513982,-35.4915582
Caicó,-6.4594544,-37.0971911
Medellin,6.2525506,-75.5589541
Não Me Toque,-28.4575507,-52.8196547
Condeúba,-14.902227,-41.971829
Queimadas,-10.9807081,-39.6249588
Santo Antônio de Posse,-22.6053304,-46.9197291
Santo Antonio de Pádua,-21.539,-42.1816
Nova Bréscia,-29.2158737,-52.0290188
Santa Maria da VItória,-13.3901477,-44.2013167
Fátima do Sul,-22.3750499,-54.516698
San Salvador,-12.9737371,-38.5090389
Jaguaré,-18.9058375,-40.0710964
Alagoinhas,-12.133526,-38.420772
Medellin- Antioquia,6.2525506,-75.5589541
Itanhem,-17.1690851,-40.3283868
Presidente Epitácio,-21.765074,-52.11114
Goiana,-7.560603,-34.99591
Tapejara,-28.069233,-52.0117161
Sousa,-6.7662029,-38.2319607
Angatuba,-23.4938938,-48.4110675
Taperoá,-13.537364,-39.0986529
Livramento do Brumado,-13.6505565,-41.8412303
Limoeiro de Anadia,-9.7389667,-36.5015847
Itiúba,-10.6917496,-39.8532886
Palmas de Monte Alto,-14.2636093,-43.1649976
Teotônio VIlela,-9.9062736,-36.3571341
Taguatinga,-12.402404,-46.4365769
Águia Branca,-18.9847265,-40.7391844
Quiterianópolis,-5.8458117,-40.7021812
Parapuã,-21.781309,-50.7922396
Piranhas,-16.4252491,-51.8231427
Cuamba,-0.1079913,-51.8714278
Santa Rita de Jacutinga,-22.149166,-44.094444
Itueta,-19.3962456,-41.2263075
Santa Maria de Itabira,-19.4483453,-43.1167817
Catende,-8.6695284,-35.7251419
Chapada,-28.0587829,-53.0657459
Silverânia,-23.4091568,-46.7621515
Alto Maranhão,-20.5655564,-43.8601541
São Pedro do Suaçuí,-18.365556,-42.602778
Rosário da Limeira,-20.9793178,-42.5107009
Engenheiro Paulo de Frontin,-22.5504556,-43.6783403
Ponta Porã,-22.5286917,-55.723426
Trombudo Central,-27.3040981,-49.79316
São José do Belmonte,-7.8641261,-38.7599545
Reserva do Cabaçal,-15.1211207,-58.3836183
Bogotá,4.6315653,-74.1819142
Quevedo,-28.4751587,-48.9952677
Pichincha - Quito,-0.2950921,-78.4407932
San José,9.9353192,-84.2230945
Cannes,-26.9188772,-49.0625663
Ibiaí,-16.861111,-44.913889
Paraí,-28.5966772,-51.7851426
Santa Izabel do Oeste,-25.821652,-53.480146
Panamá,-18.1755033,-49.3523852
Pasto,-13.5192042,-43.4495383
Libano,-7.2216937,-37.2681141
Pojuca,-12.4260268,-38.3266573
Surubim,-7.8424353,-35.7539722
Valparaizo,-23.2661243,-47.4732495
Rio Negro,-0.2931886,-65.5059548
Maravilha,-26.7623898,-53.1747387
União de Minas,-19.5296289,-50.3317301
Ubaíra,-13.2616682,-39.6612866
Campos dos Goitacazes,-23.6565024,-46.742801
Baixo Guandu,-19.5138322,-41.0182089
São João da Urtiga,-27.8162722,-51.8297741
Baixa Grande,-11.9630941,-40.1657537
Biquinhas,-18.783611,-45.502222
Manica,-24.9829937,-53.4521665
Bujaru,-1.5169239,-48.0410699
Ijuí,-28.3878734,-53.9201692
Catas Altas da Noruega,-20.6896547,-43.4984978
Três de Maio,-27.7799415,-54.2356626
Santa Maria,-29.6860512,-53.8069214
Itaquera,-23.5422994,-46.4712065
Belo Oriente,-19.2232523,-42.4807033
Coari,-4.0885957,-63.1431166
Luminárias,-21.5112256,-44.903813
Capinzal,-27.3440651,-51.6110403
Esperança,-7.018517,-35.852193
Aracati,-4.558259,-37.767894
Floresta Azul,-14.8602238,-39.6561384
Veracruz,20.2922328,-97.0914658
Caruarú,-8.2829702,-35.9722852
Pombal,-6.7711315,-37.7988646
São Lourenço do Sul,-31.3669286,-51.9814839
Capitão Poço,-1.7447162,-47.0638495
São José do Egito,-7.469447,-37.273974
Picos,-7.0823544,-41.4685053
Areia,-6.9680243,-35.6994783
São Bento do Una,-8.5196562,-36.4454372
Afrânio,-8.5198919,-41.0070197
Codó,-4.455623,-43.892354
Jucuruçu,-16.8431219,-40.1583979
Salete,-26.9841891,-50.0076205
Canhotinho,-8.876519,-36.197935
Junqueirópolis,-21.5109531,-51.4351505
Guayaquil,-2.2016757,-79.8933752
Nova Brasilândia D'Oeste,-11.722692,-62.315545
Piamonte,44.3467719,7.5043131
Bom Jesus,-28.6692723,-50.4346894
Guarda-Mor,-17.7698233,-47.0986827
São Pedro do IVaí,-23.8660384,-51.8563711
Brasiléia,-11.0010413,-68.7487894
Cedro de São João,-10.2506778,-36.8816067
Sarandi,-27.9310979,-52.8630798
Vitória de Santo Antão,-8.1209019,-35.2944858
Pentecoste,-3.7950248,-39.2670733
Monte Castelo,-21.3006353,-51.5686963
Riobamba - Chimborazo,-1.6622707,-78.6537163
São Bonifácio,-27.900907,-48.932608
Mafra,-26.1150943,-49.8035982
Sobradinho,-9.469775,-40.7957473
San Jose,9.9353192,-84.2230945
Teotonio VIlela,-9.9062736,-36.3571341
Jujuy,-24.1980404,-65.3050033
Santisima Trinidad,-34.6251035,-58.3700383
Linares,-35.8566921,-71.5944925
Liberato Salzano,-27.6003296,-53.0714815
Capoeiras,-8.7386788,-36.6268109
Carlópolis,-23.4285011,-49.7208814
Pão de Açucar,-22.9494891,-43.1561568
Mauriti,-7.3870095,-38.7737751
Brejo,-3.6804397,-42.7529313
Colorado do Oeste,-13.117431,-60.545428
Campo Largo,-25.4597726,-49.5270851
Barro,-7.1713587,-38.7742136
Três Passos,-27.4556106,-53.9294399
Doverlândia,-16.7210996,-52.3138104
Santa Rosa,-27.8643546,-54.4779287
São José do Povo,-16.4647805,-54.2539044
Ibiraiaras,-28.3705672,-51.6366969
São Raimundo Nonato,-9.0149761,-42.6888427
Rio das Pedras,-22.8441256,-47.6065667
Nova Floresta,-6.4554313,-36.2040005
Jarí,-29.292234,-54.223711
Catolé do Rocha,-6.340625,-37.746967
Salto do Jacuí,-29.0899771,-53.2111244
Santana de Pirapama,-19.0075,-44.040833
Oaxaca,17.0133659,-96.7579709
Icaraí de Minas,-16.2176592,-44.9023441
Presidente Juscelino,-18.6388028,-44.0604419
Iguatu,-24.7170385,-53.0865561
Acará,-1.961388,-48.1987043
Iquitos - Loreto,-3.7526609,-73.2465134
Itagibá,-14.2891521,-39.8452592
São Luíz,1.0170607,-60.0371719
Itaguaru,-15.7613695,-49.6337242
Araruna,-23.9320308,-52.4976047
Janduis,-6.0170137,-37.406913
Beira,-17.173041,-48.056963
Campeche,-27.6859258,-48.4803787
Pio Xii,-3.8911223,-45.1710284
Irituia,-1.7709543,-47.4399687
São Paulo das Missões,-28.0225895,-54.936466
Ananindeua,-1.374035,-48.4016623
Itacambira,-17.0671616,-43.3130919
Lavras da Mangabeira,-6.7519554,-38.9634019
Pacajus,-4.171073,-38.464988
Caiçara,-27.2470588,-53.4443522
Araripina,-7.5768582,-40.5038509
Mamanguape,-6.833698,-35.121316
Acari,-6.4364689,-36.6394777
Santa Inês,-13.2897697,-39.8179701
Cerejeiras,-13.186987,-60.816836
Igarapé-Miri,-1.9785213,-48.9634826
Palestina de Goiás,-16.7456647,-51.530084
Nova Petrópolis,-29.3759836,-51.1123342
Vila de Icoaraci,-1.2923275,-48.4685095
Palotina,-24.2839929,-53.8405463
Alagoa Grande,-7.0415212,-35.6285322
Angelina,-27.5805287,-48.9838759
Garrafão do Norte,-1.9282256,-47.0513157
Arroio Grande,-32.2384246,-53.0866661
Horizontina,-27.627931,-54.3090256
Formoso do Araguaia,-11.8059989,-49.5257153
Palmares,-8.684226,-35.589032
Roque Gonzales,-28.1324578,-55.0263416
Santa Rita,-7.128465,-34.9846186
Santo Antonio do Sudoeste,-26.0727118,-53.725556
Capivari,-22.9999295,-47.5031066
São Sepé,-30.167219,-53.5690914
Patu,-6.1006213,-37.6385148
Francisco Sá,-16.4777211,-43.4942587
Cachoeira de Pajeú,-15.9656186,-41.4971695
Chiapetta,-27.923162,-53.9419052
Ivaiporã,-24.2433517,-51.6719268
Tenente Portela,-27.371058,-53.758484
Bela VIsta do Paraíso,-22.9948493,-51.1907996
Remígio,-6.9686741,-35.7932133
Cunha Porã,-26.8927163,-53.1716516
Ilicínea,-20.9390196,-45.8263558
Guaporé,-28.8471928,-51.8907881
Afonso Claúdio,-20.0744817,-41.1251335
Nova Erechim,-26.9027688,-52.9071258
Cassilândia,-19.1128242,-51.7345354
Cocalinho,-14.390339,-51.00015
Santo Antonio dos Milagres,-6.0522611,-42.7061552
Alvorada do Oeste,-9.9001631,-63.0455854
Crateús,-5.1782451,-40.6696545
La Paloma,-29.1866648,-51.1551927
Nova Jersey,-22.9275547,-43.6292264
Floriano,-6.7675739,-43.022261
Bom Repouso,-22.4657069,-46.1485376
São Domingos do Araguaia,-5.5412778,-48.7300015
Isara,-27.2263221,-49.6542521
Ena,-23.6255359,-46.5180184
Governador Eugênio Barros,-5.3200262,-44.2440583
Ananás,-6.3663053,-48.080238
Amarante,-6.2459374,-42.8476238
Tietê,-23.1030302,-47.7147937
Rio das Flores,-22.1683478,-43.5858689
Monteria,-3.0034683,-59.9754739
Boyaca,5.9569724,-74.3338652
Contenda,-25.678811,-49.535044
Cartagena,-26.9067774,-49.0831239
Medellin - Antioquia,6.2525506,-75.5589541
Parauapébas,-6.0696846,-49.8903283
São Bento do Sapucai,-22.6884605,-45.7329767
Augusto Pestana,-28.5148413,-53.9906433
Síria,-2.5049645,-54.9524265
Chaparral,-24.8885042,-53.6930572
Tuparendi,-27.7622992,-54.4829323
Floresta,-23.6144046,-52.0819003
Carnaíba,-7.805964,-37.7947314
Tete,-11.1403344,-37.4543603
Jardim de Piranhas,-6.3796347,-37.3495566
Canguçu,-31.398276,-52.6773522
Anadia,-9.6830208,-36.3052699
Votuporanga,-20.4252908,-49.972028
Porto-Novo,-27.1724236,-53.7118989
Varzelandia,-15.701667,-44.027223
Armenia,-23.5254103,-46.629259
Irará,-12.0420271,-38.7635638
Pamplona,-27.2298193,-49.6751731
Mortugaba,-15.0225777,-42.3692646
Barro Preto,-14.8068289,-39.4727588
Ibotirama,-12.1829519,-43.2181138
Igarapé Grande,-4.6621855,-44.8546609
Uauá,-9.8414206,-39.4819878
Temuco,-38.7243357,-72.5753378
Castro Alves,-12.7617572,-39.4284444
San Matias,-15.603783,-56.0779166
Benjamin Constant,-4.3782748,-70.0290603
Tabuleiro do Norte,-5.2440865,-38.1284605
Goiandira,-18.1355157,-48.087163
Ipumirim,-27.0762287,-52.135736
São João do Oeste,-27.0981223,-53.5931508
Andaraí,-12.8059674,-41.3322919
Jaguaruana,-4.831508,-37.780997
Russas,-4.9354279,-37.9783838
Risaraldo - Pereira,4.8135676,-75.6912632
Barra das Garças,-23.0096401,-43.4216068
Buenos Aires,-7.7218931,-35.326587
Paulista,-7.9340069,-34.868407
Nazaré da Mata,-7.7452689,-35.2286396
Ribeirão,-8.5066761,-35.3747339
Itaguatins,-5.7696766,-47.4815382
Cachoeira,-12.5998256,-38.9665918
Alto Taquari,-17.8269099,-53.2831736
Magalhães de Almeida,-3.392319,-42.211743
Terra Nova do Norte,-10.5995196,-55.1167029
Belo Jardim,-8.3338293,-36.4176419
Periperi,-9.6800729,-36.1214714
Água Grande,-22.784244,-51.939674
Jaguari,-29.4980313,-54.6919404
Prainha,-1.8072874,-53.4797942
Salto,-23.1989983,-47.2913682
São Miguel D'Oeste,-26.7278977,-53.5176689
Propriá,-10.212427,-36.8372254
Camargo,-28.5865661,-52.2031474
Bodocó,-7.777592,-39.933797
Caucasia - Antioquia,7.9350132,-74.934926
Senador Guiomard,-10.150919,-67.73595
Nonoai,-27.3660882,-52.7717853
México,27.225788,-109.9301176
Fóz do Iguaçú,-25.5304023,-54.5830692
Bagé,-31.3314264,-54.1062808
Carvalhos,-22.001667,-44.461667
Conceição do Coité,-11.5110945,-39.2510362
San Isidro,-30.3408893,-54.3450415
Solânea,-6.7540351,-35.6621943
Nossa Senhora de Nazaré,-4.6383472,-42.1734223
São José,-27.6157733,-48.6276491
Inconfidentes,-22.3168866,-46.3279182
Rio Verde de Mato Grosso,-18.9169208,-54.8410727
Barão do Monte Alto,-14.2684393,-43.1624796
Nova Russas,-4.7051681,-40.565519
Alvarenga,-19.4175,-41.728334
Santana do Acaraú,-3.4596492,-40.2090987
Moju,-1.889926,-48.766765
Itapagé,-3.6677086,-39.5917762
Macaparana,-7.555638,-35.44246
Massapê,-3.5239058,-40.3423107
Lins,-21.6741873,-49.7518932
Santo Antônio de Jesus,-12.9689361,-39.260914
Boa VIagem,-5.1261877,-39.7300055
Nhandeara,-20.6943324,-50.0406028
Salgueiro,-8.0726731,-39.1269719
Bom Jesus do Norte,-21.1254776,-41.6711646
Granja,-3.1212057,-40.8284124
Faxinal dos Guedes,-26.8494222,-52.2586485
Sonora,-17.5852028,-54.7548288
Torres,-29.3373663,-49.7299648
Firminópolis,-16.5753264,-50.3011286
Jaguaquara,-13.5294974,-39.9693081
Maraú,-14.103022,-39.0144322
República do Panamá,-25.1020465,-50.1720138
Caririaçu,-7.0417053,-39.2835527
Quebec,-23.3167033,-51.173811
Cipotânea,-20.905278,-43.365556
Caranaíba,-20.8736914,-43.7379458
Colmeia,-8.734098,-48.7510897
Teixeira,-7.221036,-37.252477
Marilândia,-19.4117824,-40.5442916
Toronto,-29.3289455,-49.7233632
Guaraçaí,-21.0322387,-51.2100464
Paulistas,-18.4268235,-42.8689535
Liberdade,-22.0263303,-44.3197395
Fukuyama,-22.1428001,-51.4540309
Rurópolis,-4.1014311,-54.9086853
Sao Sebastiao,-23.8027866,-45.4070527
Santo Antônio do Amparo,-20.9413389,-44.9187397
Rio Maria,-7.3137312,-50.0465372
Piracema,-20.5091579,-44.4754464
Juíz de Fora,-21.7609533,-43.3501129
Leme do Prado,-17.0827986,-42.6952729
Raposos,-19.967223,-43.804167
Boa Esperança do Sul,-21.9930206,-48.3917372
Santo Antônio do Jacinto,-16.533066,-40.1752483
Érvália,-20.8377232,-42.6559789
Palmeiras,-12.5151234,-41.5746054
Francisco Morato,-23.2817308,-46.7448996
Alvinopolis,-20.1105199,-43.0601805
São José dos Pinhais,-25.533816,-49.2072163
Aperibé,-21.6211928,-42.1028167
Rio Doce,-20.2447972,-42.8970432
Ibiúna,-23.6544825,-47.220856
Presidente Bernardes Mg,-20.7685467,-43.1877237
Bôca do Acre,-8.7553487,-67.3930873
Maranguape,-3.8922967,-38.6835427
Patrocínio do Muriaé,-21.153333,-42.214444
Dona Euzébia,-21.316667,-42.810556
Pedra do Indaiá,-20.258333,-45.208611
Rio Fortuna,-28.1335539,-49.1048223
Mutunópolis,-13.7303379,-49.2745491
Bragança,-1.0574255,-46.7635232
Braúnas,-19.055556,-42.716111
Bela VIsta de Minas,-19.8289721,-43.0973688
Edimburgo,-22.8560569,-43.483856
Ilicinea,-20.9390196,-45.8263558
Cachoeira de Itapemirim,-20.6238139,-41.1086091
Rancharia,-22.2294981,-50.8922333
Cuiaba,-15.5986686,-56.0991301
Bataguassu,-21.715899,-52.422058
Jequitaí,-17.2328217,-44.4383463
Côcos,-14.1811222,-44.5382117
Rodeiro,-21.200278,-42.865
Nancy,-22.0102463,-47.8725265
Sao Bernardo do Campo,-23.7080345,-46.5506747
Tianguá,-3.7307332,-41.0004019
Sâo Domingos do Prata,-19.8671078,-42.9658318
Comendador Levy Gasparian,-22.028685,-43.204655
São Tomé,-23.534946,-52.590125
Berlim,-6.4932239,-38.3948136
Águas Belas,-9.1113156,-37.1225218
Volta Grande,-21.770834,-42.539166
Aguas Formosas,-17.0834193,-40.9339978
Jatobá,-5.8195391,-44.223188
New York,-22.9994065,-43.3534351
Pescador,-18.3563609,-41.5981451
Bananal,-22.6820178,-44.3221805
Santa Cruz de Minas,-21.1205363,-44.227261
Belmonte,-15.8585465,-38.8820186
São Pedro da Aldeia,-22.8384835,-42.1031604
Paraisopolis,-22.5541683,-45.7800024
Varre Sai,-20.9311337,-41.8677946
Rj,-22.2752762,-42.419415
Aguás Formosas,-17.0834193,-40.9339978
São Jose dos Campos,-23.1867782,-45.8854538
Dianópolis,-11.624008,-46.819787
Piracuruca,-3.9304804,-41.7150099
Iconha,-20.7935003,-40.8108852
Santa Bárbara D'Oeste,-22.7542539,-47.4137884
Itau de Minas,-20.739722,-46.752222
Itaruma,-18.7645529,-51.348516
Pires do Rio,-17.3005708,-48.2793194
Ubaí,-16.2925001,-44.7823835
Tete - Tete,-11.1403344,-37.4543603
Cordisburgo,-19.125834,-44.320278
Santa Leopoldina,-20.0987046,-40.5269434
Bom Jardim de Minas,-21.9476508,-44.1905987
Ibiraçu,-19.8309496,-40.3686594
Petrolândia,-27.5329615,-49.6984597
Alpinopolis,-20.863611,-46.387777
Cota,-7.2769099,-37.0973111
Santa Bárbara Doeste,-22.6770592,-47.6306379
Orizona,-17.0333812,-48.2963748
Monte Alegre do Piauí,-9.7483373,-45.3048117
Marataízes,-21.0443673,-40.8272204
Santana,-12.979217,-44.05064
Nova Ponte,-19.1692213,-47.6717642
Colômbia,-20.1774291,-48.6872822
Itajobi,-21.312294,-49.0596336
Mongaguá,-24.0959454,-46.6234361
Sumare,-22.8217964,-47.267105
Monte Alegre de Minas,-18.870278,-48.880556
Tres Rios,-22.1167884,-43.2087226
Novo Horizonte,-12.8085637,-42.1674812
Santo Antonio do Monte,-20.086944,-45.290555
Mombaça,-5.7450899,-39.6293519
Rio Brilhante,-21.8046467,-54.5433047
Cristalandia,-10.59848,-49.194202
Morada Nova,-5.1076699,-38.3727852
São Luis Gonzaga do Maranhão,-4.3727458,-44.6690368
Saboeiro,-6.539564,-39.9047802
Felixlandia,-18.7573983,-44.8991465
Lambari,-21.9754009,-45.3505415
Ervália- Mg,-20.8377232,-42.6559789
Visconde Rio Branco,-21.01,-42.840833
Itagimirim,-16.0875716,-39.6162932
Itaúna - Mg,-20.075556,-44.576389
Viçosa Mg,-20.7538586,-42.8815888
Artur Nogueira,-22.572737,-47.172679
Irupí,-20.346479,-41.6392581
Cantagalo,-18.5271683,-42.6252197
Juruaia,-21.252778,-46.577223
Jenipapo de Minas,-17.08493,-42.259576
Jundiai,-23.1887668,-46.884506
Canápolis,-18.7228793,-49.2016329
Oeiras,-7.0174887,-42.1314478
Itapeva,-22.7690638,-46.221934
Monte Sião,-22.432778,-46.572778
Joaima,-16.6550626,-41.0251754
Coronel VIvida,-25.9803771,-52.5654277
Águas de Lindoia,-22.4718855,-46.6291034
Salto de Pirapora,-23.6492502,-47.5729465
Itatiaiuçu,-20.1975724,-44.4224889
Olímpia,-20.736634,-48.910625
Crucilândia,-20.3985647,-44.3429275
Itiquira,-17.2033274,-54.1446924
Jacaraci,-14.8457532,-42.4328959
Barra do Mendes,-11.8053298,-42.057037
Fervedouro,-20.7295764,-42.2792737
Mogi-Guaçu,-22.372222,-46.9425
São João da Mata,-21.9311736,-45.9287155
Carmopolis de Minas,-20.541224,-44.6350611
Guaraní,-21.35876,-43.0481021
Nova Iguaçú,-22.7592175,-43.4508728
Piracaia,-23.052545,-46.359374
Argentina,-28.6680373,-49.3383467
Cravinhos,-21.340278,-47.729444
Lucelia,-21.7211293,-51.0188
Santo Cristo,-27.826259,-54.661963
São Bento do Norte,-5.0643426,-36.041433
Caiana,-20.695555,-41.924723
José Bonifácio,-21.055062,-49.689233
Buri,-23.79849,-48.598924
Pompéia,-22.1088293,-50.1720753
Itamarati de Minas,-21.415833,-42.817778
Goiás,-15.9323662,-50.1392928
Nilo Peçanha,-13.6015675,-39.1043356
Itatiaia,-22.4955278,-44.5633108
Jacundá,-4.446173,-49.115272
Nova Serrano,-23.5626046,-47.4638762
Irece,-11.3034965,-41.8557929
Pedra do Indaia,-20.258333,-45.208611
Corrego Novo,-19.832223,-42.395833
Eunapolis,-16.3766148,-39.586449
Dom Aquino,-15.809899,-54.922298
Conceição da Barra de Minas,-21.128889,-44.472223
Cosmópolis,-22.6437398,-47.1972086
Minnesota,-20.2664404,-50.53145
Porto Novo,-27.1724236,-53.7118989
São Sebastião do Sacramento,-20.1223585,-42.165855
São Valentim,-27.5588628,-52.5241756
Galileia,-19.0008297,-41.5388481
Pederneiras,-22.351086,-48.778113
Aguas Belas,-9.1113156,-37.1225218
Palmeira dos Índios,-9.4076249,-36.6323616
Juquitiba,-23.932346,-47.0714217
Morro Agudo,-20.7276692,-48.052795
Pontal,-21.0239714,-48.0393457
Simonésia,-20.1233838,-42.0024294
Brasilândia de Minas,-17.0096409,-46.0087622
Ribeirão Corrente,-20.457872,-47.590394
Serrana,-21.2066883,-47.6053774
Milão,-10.8601924,-61.9955159
Porto Calvo,-9.051948,-35.398653
Paranapuá,-20.1033995,-50.5858761
Santiago,-29.189675,-54.866624
Monsenhor Paulo,-21.757778,-45.541111
Juquia,-24.3172209,-47.6355618
Tomé-Açu,-2.4166306,-48.1522907
Marataizes,-21.0443673,-40.8272204
Assaré,-6.8746791,-39.8741385
Catete,-22.9269199,-43.1802186
Águas Vermelhas,-15.746305,-41.4592963
Marilia,-22.2172002,-49.9500061
Livramento de Nossa Senhora,-13.6505565,-41.8412303
Cusco,-23.584368,-46.6707312
Itamonte,-22.2830726,-44.8695785
Pinhalzinho,-22.7824349,-46.5901718
Cabinda,-21.7528643,-43.3446295
Lausanne,-3.7432607,-38.4917324
Claro dos Poções,-17.0758235,-44.2117357
Cascais,-23.5465155,-46.6407264
Ames,-20.3839962,-40.6246793
Lauro de Freitas,-12.89242,-38.3127691
Candeias,-20.7676161,-45.2763777
Sumé,-7.671521,-36.8788755
Pedra Preta,-16.6230015,-54.4761228
Mendes,-22.5269113,-43.7332604
Peruibe,-24.3218105,-46.9977452
Rondonopolis,-16.4603533,-54.6397099
Belem,-1.45056,-48.4682453
Cachoeiras de Macacu,-22.4626861,-42.6534414
Frutal,-20.0220064,-48.9280076
Paranaíba,-19.6751971,-51.1874986
Curicó - Chile,-33.4431079,-70.6618015
Serranópolis,-18.3084565,-51.9569462
Chapadão do Sul,-18.7949051,-52.6199512
Italva,-21.4221815,-41.6912044
Indianápolis,-22.2584276,-54.646005
Rosário,-30.2527151,-54.9179382
Simões Filho,-12.7867839,-38.4030365
Santa Cruz Cabrália,-16.2783928,-39.0224899
Quartel Geral,-19.2730674,-45.5570007
São José da Lapa,-19.6988548,-43.9583194
Rolândia,-23.3119901,-51.3674145
Itinga,-16.6066757,-41.7702077
Mirassol D'Oeste,-15.675947,-58.0951397
Cosmopolis,-22.6437398,-47.1972086
Barra Bonita,-22.490859,-48.558349
Puerto Ordaz- Estado Bolivar,8.3125577,-62.7275818
Madrid,-23.5801023,-46.6511052
Augusto de Lima,-18.1092963,-44.2651945
Dias D'Ávila,-12.6107233,-38.3028518
Tabocas do Brejo Velho,-12.7020751,-44.0091066
Chumbo,-18.6106353,-46.1903526
Bananeiras,-6.7537682,-35.6338343
São Luiz de Montes Belos,-16.4267557,-50.3539874
São João da Serra Negra,-18.7912227,-46.9169582
Bilac,-21.403962,-50.47464
Santo André',-23.6533509,-46.5279039
Resplendôr,-19.3254413,-41.2554622
São Domingos do Norte,-19.1461276,-40.6214803
Itagiba,-14.2891521,-39.8452592
Huancayo/Junin,-12.0266973,-75.2228269
Queluzito,-20.7400782,-43.8847712
Santo Tomé,-16.090294,-57.6817862
Piracanjuba,-17.3020379,-49.0170101
Alexandria,-6.414779,-38.0135516
Caarapó,-22.6349267,-54.8240903
Caxambú,-21.9755872,-44.9311403
Guaraniaçu,-25.10035,-52.867811
Santa Maria do Oeste,-24.9392355,-51.8712242
Brejo Grande do Araguaia,-5.7011449,-48.4037308
Mirabela,-16.2547215,-44.1639075
Cascavél,-24.9554996,-53.4560544
Habana,23.135571,-82.3575173
Monte Celeste,-20.8857851,-42.8866841
Campo Limpo Paulista,-23.207791,-46.788919
Justinopolis,-19.7913995,-44.0231038
Biella,-23.0025921,-47.1090391
Ica - Nazca,-14.8341175,-74.9188829
Caraí,-17.1884104,-41.6976554
Clementina,-21.5594631,-50.448624
Itabirinha de Mantena,-18.5711894,-41.2339862
Iporã,-24.0039474,-53.7100595
Pradópolis,-21.3597815,-48.0746603
Baturité,-4.3290203,-38.8821055
Benguela,-22.9106207,-43.0790479
Santo Antonio do Manhuaçu,-19.7356454,-41.8428635
Jauru,-15.3407762,-58.8683137
São Luís de Montes Belos,-16.5210639,-50.3726281
Taboleiro,-6.7195929,-39.9087435
Santa Maria da Boa VIsta,-8.8001615,-39.8271099
Quilombo,-26.7253683,-52.7193084
Bruxelas,-19.9530287,-44.1407616
Porciuncúla,-20.8956337,-41.9332211
Milagro,-2.1345518,-79.5985227
Rio Preto,-20.8125851,-49.3804212
Cachoeira de Minas,-22.3554043,-45.7796324
Itajaí,-26.9046787,-48.6552979
Bonfinópolis,-16.6172709,-48.9615701
Araputanga,-15.4710868,-58.346796
Buenópolis,-17.8756607,-44.1749365
Illinois,-23.4701476,-46.5648678
Bandeirantes,-23.107788,-50.370407
Iaçu,-12.7672074,-40.2106427
São VIcente do Grama,-20.523187,-42.5417098
Porto Príncipe,-20.6281198,-41.198113
Estrelas,-20.7702083,-42.8892082
Bela VIsta,-22.107327,-56.5317344
Wenceslau Guimarães,-13.6866356,-39.479122
Piquete,-22.6138451,-45.1777096
Baião,-2.7903479,-49.6702845
Sericita,-20.4735442,-42.4817592
Yunguyo - Puno,-16.2378806,-69.0872636
Itaverava,-20.677,-43.619875
Patos,-7.0258285,-37.2766817
Caibaté,-28.287909,-54.64027
Nossa Senhora das Dores,-10.4916994,-37.1936571
Ubarí,-21.0369583,-43.0620031
Apurimac,-3.8440647,-62.0566812
Vau-Açú,-20.5170454,-42.9210964
Apodi,-5.6631109,-37.796927
Salto Grande,-22.8878776,-49.9837107
Akure,-9.0478679,-70.5264976
Kampala,-22.8444366,-43.4911019
Dessie,-21.0108534,-48.2289107
Ouro Verde de Minas,-18.0695301,-41.272395
São Domingos do Capim,-1.6789331,-47.7717815
