Naturalidade,lat,lon
São José da Laje,-9.0093044,-36.056732
Palmitos,-27.0711023,-53.1596594
Jaguapitã,-23.1102516,-51.5327741
Sidrolândia,-20.9361042,-54.9640262
Campo Verde,-21.4603331,-49.9465156
Arês,-6.1969216,-35.1642968
Balsa,-8.7398377,-63.9164132
Jaboticaba,-27.6311203,-53.2794089
São João do Triunfo,-25.682971,-50.29492
Bom Jesus da Penha,-21.0178774,-46.5213848
Novo Acordo,-9.964658,-47.6762804
Prata,-28.7849383,-51.6091999
Cafelândia,-21.8054355,-49.6030627
Monte Santo,-10.43868,-39.3325689
Gurinhatã,-19.2114486,-49.7840077
Arenópolis,-16.3859286,-51.55937
Neropolis,-16.4069816,-49.219438
Saloá,-8.974964,-36.6892298
Bituruna,-26.161281,-51.5533319
Mairi,-11.7077488,-40.1484881
Pinhalão,-23.7889966,-50.0577318
Sento-Sé,-9.7406436,-41.8830056
Rolim  de Moura,-11.727071,-61.771411
Rio Real,-11.4869788,-37.9317491
Itupiranga,-5.1337224,-49.3321988
Xexéu,-8.8036743,-35.6244442
Petrolina de Goiás,-16.1005783,-49.3359066
Lagoa do Ouro,-9.1247761,-36.4592567
Capitão Leônidas,-25.481645,-53.611238
Chapada dos Guimarães,-15.464343,-55.749857
Gentio do Ouro,-11.4302137,-42.5063185
Valente,-11.4127335,-39.4627304
Putinga,-29.0017469,-52.1566367
Corpus Christi,-22.6121044,-47.8524142
Nova Olímpia,-23.4699403,-53.090112
Coruripe,-10.1249963,-36.1760623
Iraquara,-12.2439075,-41.6169181
Antônio Prado,-28.8567806,-51.2801355
Jaguaretama,-5.6092417,-38.7630077
Espírito Santo dos Pinhais,-25.5601177,-49.209637
Riachão,-7.3642557,-46.6226095
Brejolândia,-12.4843845,-43.9611861
Tucano,-10.963517,-38.785957
Palmital,-22.786384,-50.2198965
Quixeramobim,-5.1983553,-39.2955573
Paraíso do Norte,-23.2841185,-52.6024125
Guariba,-21.35938,-48.23158
Ulianópolis,-3.7575266,-47.5009377
Ibipeba,-11.6425335,-42.0083068
Piratini,-31.448451,-53.1039931
Apiaí,-24.5076527,-48.8461582
Pesqueira,-8.3574471,-36.6968238
Luziana,-6.7708084,-40.0648806
Claro de Minas,-17.8902135,-46.9103747
Porto Grande,0.7028371,-51.4041605
Castilhos,-29.2056483,-54.8692773
Itacoatiara,-3.1477898,-58.4461041
Santana do Manhuaçú,-20.1075,-41.925556
Maués,-3.3795798,-57.7196072
São Lourenço da Mata,-7.9959607,-35.039335
Porto Esperidião,-15.8521665,-58.4693093
Ubirajara,-22.5261054,-49.6635412
Limoeiro,-7.872599,-35.440154
Reserva do Iguaçu,-25.8365103,-52.028256
Belo Hoizonte,-5.17486,-47.7839121
Bonito de Santa Fé,-7.3143332,-38.5146677
Brasíla,-10.3333333,-53.2
Gama,-16.0170857,-48.0653054
Sapucaia do Sul,-29.8197019,-51.1608722
Santa Tereza,-29.1697808,-51.7363155
Ingaí,-21.400833,-44.917223
Cândido Rodrigues,-21.3255615,-48.6308798
Cuibá,-29.8871551,-51.0854132
Vargem Bonita,-20.3282116,-46.3668419
Otacílio Costa,-27.4832304,-50.1195204
Correia Pinto,-27.587688,-50.361448
Bocaina do Sul,-27.745494,-49.942279
Gabriel Monteiro,-21.5299436,-50.5533059
Fraiburgo,-27.023288,-50.919978
Alpestre,-27.2512339,-53.0349646
Presidente Alves,-22.09991,-49.438133
Jaguariaíva,-24.2589699,-49.7201518
Irani,-27.0230476,-51.9010675
Campina da Alegria,-26.8720227,-51.7921121
Valdivia,-39.8234613,-73.2111522
Coronel,-22.8405282,-47.1615868
Getulina,-21.7988557,-49.9288096
Coyhaique,-45.5719876,-72.0495685
Pouso Redondo,-27.2567443,-49.9331593
Lota,-18.2454013,-43.5978786
Moneda,-21.9446973,-46.7223241
São José da Boa VIsta,-23.9173145,-49.650601
Deodápolis,-22.276272,-54.168163
Angol,-37.8154253,-72.6845081
San Carlos,-36.4283439,-71.9567978
Providencia,3.6570187,-61.4828941
Talcahuano,-36.725361,-73.1191803
Itapejara D'Oeste,-25.9651274,-52.8149217
Recoleta,-30.0490305,-51.1888755
Talca,-33.4379546,-70.658077
Constitución,-34.6273936,-58.3811172
Rincão,-21.5881095,-48.0724258
Tomé,-23.8474884,-49.2689779
Punta Arenas,-29.7304086,-51.1291147
Los Angeles,-20.5421099,-48.5898931
Arica,-6.9298584,-56.2908647
Ruy Barbosa,-12.2856669,-40.4958361
Las Condes,-33.417473,-70.5977514
Itapecuru Mirim,-3.3973569,-44.3560724
Penco,-22.6701749,-43.6144239
El Puerto,-0.4516087,-76.9909249
Concordia,-27.2312011,-52.0231024
Los Lagos,-40.576061,-73.119347
Puente Alto,-33.6142687,-70.5848619
Wenceslau Braz,-22.5342367,-45.3614735
Osorno,-40.5771975,-73.1195211
Mendes Pimentel,-18.6580044,-41.4021612
Blumenal,-24.4187301,-53.8815598
Rancagua,-23.719365,-46.5741711
Universidad,19.3375496,-99.1773351
Pouso Alto,-22.193889,-44.972778
Susano,-23.5026146,-46.4350272
São Caetano,-28.2504675,-52.0495895
Mazagão,-0.1160565,-51.2861759
Arco Verde,-29.3576744,-51.5762609
Lençóis Paulistas,-23.4499118,-46.3067925
Boituva,-23.2838893,-47.6738231
Butiá,-30.1256795,-51.9692224
São Jerônimo,-29.959642,-51.7238192
Guaíba,-30.1130731,-51.329442
Osório,-29.8890733,-50.2740498
Arroio dos Ratos,-30.0894524,-51.7265541
Tapes,-30.6747721,-51.3986199
Cerro Grande do Sul,-30.5962963,-51.7517196
Esteio,-29.8511627,-51.1778852
Triunfo,-29.9407972,-51.7191859
Barra do Ribeiro,-30.2925989,-51.3033906
Santa Barbara D'Oeste,-22.7542539,-47.4137884
Vallenar,-28.5791539,-70.7610248
Sud Mennucci,-20.6906175,-50.9240834
Queens,-29.1677449,-51.5047801
Ubaporanga,-19.6344637,-42.1073048
Tremembé,-22.95714,-45.547526
Mainz,-29.6952895,-53.7774876
Benoni,-26.5988008,-51.857296
Brazópolis,-22.4742842,-45.6165577
Ibaté,-21.9562015,-48.0007848
Amarante do Maranhão,-5.56913,-46.747284
Puerto Suárez,-23.7384763,-46.6925214
Poté,-17.8074949,-41.7892455
Ibirapuã,-17.6883146,-40.1096283
Fronteira dos Vales,-16.8929212,-40.9250417
Sao Mateus,-18.7146049,-39.8539499
Ataleia,-18.0441576,-41.1104812
Tumiritinga,-18.976946,-41.645851
Vila Valério,-18.9984033,-40.3894342
Janauba,-15.8103735,-43.3052119
Jordânia,-15.8989202,-40.1787062
Itarantim,-15.654591,-40.0601332
Olhos-D'Água,-17.3988426,-43.5715884
Bugre,-19.4257687,-42.2556
Paula Candido,-20.8737735,-42.9862733
Cristália,-16.7179933,-42.8648107
Bocaíuva,-17.1160208,-43.8122678
Sao Miguel do Anta,-20.7065375,-42.7195395
Sooretama,-19.1918129,-40.1037067
Santo Antonio de Padua,-21.539,-42.1816
Crixás,-14.5424536,-49.9694813
Carolina,-7.3313437,-47.4738762
Campo do Meio,-21.1072006,-45.8301735
Pirambu,-10.7408558,-36.8591248
Ipubí,-7.6535334,-40.1494078
Pequi,-19.6315163,-44.6597262
Taparuba,-19.7620408,-41.611423
Taquaraçu de Minas,-19.669445,-43.687777
Belmiro Braga,-21.9486291,-43.413564
Macarani,-15.5671257,-40.4231833
Heitoraí,-15.7189859,-49.826826
Laranjeiras,-22.9343173,-43.1878165
Santo Antônio do Aventureiro,-21.7579052,-42.815566
Santa Cruz da Conceição,-22.1378975,-47.4555647
Lagoa D'Anta,-6.394926,-35.594904
Charqueada,-22.50958,-47.775468
Itacaré,-14.2779427,-38.9955683
Pariquera-Açú,-24.7146891,-47.8802361
Itáuna,-20.075556,-44.576389
Nova Iguacu,-22.7592175,-43.4508728
Governador Jorge Teixeira,-10.6140224,-62.7326412
Mata Grande,-9.118243,-37.732298
São João do Manteninha,-18.7229295,-41.1615277
João Camara,-5.5349637,-35.8150811
Jambeiro,-23.2556416,-45.6919926
Alto Alegre dos Parecis,-12.1314515,-61.856265
São Bernado do Campo,-2.4351978,-54.7287347
Itabatã,-18.0826569,-39.9250532
Piedade de  Ponte Nova,-20.245333,-42.7343783
Materlândia,-18.473889,-43.06
Itauçú,-16.2035995,-49.6059971
Paraúna,-16.9495937,-50.4473008
Areado,-21.3582771,-46.1476688
Mirai,-21.1957417,-42.6125153
Prudente de Morais,-19.4825,-44.155556
Gravatal,-28.3300703,-49.0362296
Mimoso de Goiás,-15.0584959,-48.1616116
Guacui,-20.7718645,-41.6754813
Fóz do Iguaçu,-25.5304023,-54.5830692
Cabreúva,-23.3076663,-47.1324726
Flórida,-23.0861312,-51.9540843
Funchal,-19.2789178,-45.8803074
Natercia,-22.12,-45.511389
Barbados,-19.5248148,-40.5823626
Managua,-22.8611322,-43.3638175
Santo Domingo,6.506717,-75.068301
Nazaré,-13.0345586,-39.0062515
Sardoá,-18.781716,-42.3652762
Parnamirim,-5.9153334,-35.2679913
Tres Marias,-18.2051533,-45.2484314
Riobamba,-1.6622707,-78.6537163
Santa Isabel do Rio Negro,-0.4160389,-65.0153096
Lábrea,-7.2613683,-64.7924505
Careiro,-3.8185277,-60.3616505
Santa Cruz do Piauí,-7.2272285,-41.7560972
Eirunepé,-6.6567654,-69.866161
São Gabriel da Cachoeira,-0.1249715,-67.0813855
Carauari,-4.8766426,-66.8961433
Parambu,-6.2123856,-40.6954982
Peixe Boi,-1.193824,-47.324031
Silves,-2.8427847,-58.212239
Costa Rica,-18.5333859,-53.1394286
Pennsylvania,-29.6933995,-53.809784
Estância,-11.2682255,-37.4378341
Três Arroios,-27.4995057,-52.149354
Pratapolis,-20.7444262,-46.8607973
Belize,-22.7428894,-47.5942096
Sapeaçu,-12.7294438,-39.1862263
Sobrália,-19.2345745,-42.0978033
Heredia,-22.889351,-43.238017
Augustinópolis,-5.4662267,-47.8897519
Pereira,-11.2808421,-39.6962552
Alta Floresta do Oeste,-9.8698547,-56.0834993
Risaralda - Pereira,4.8135676,-75.6912632
Oiapoque,3.8432128,-51.8350798
Central Bahia,-11.1338739,-42.1095822
Nova Olinda,-7.0934174,-39.6789815
São João Del -Rei,-21.1335755,-44.2588086
Pato Bragado,-24.6270545,-54.2264587
Sao Leopoldo,-29.7544405,-51.1516497
Provincia do Panamá,-33.4388212,-70.6648227
Oliveira dos Brejinhos,-12.3193308,-42.8914271
Santa Fé de Minas,-16.689174,-45.4139828
Carmo de Paranaiba,-19.1993207,-46.236755
Pucallpa - Ucayali,-8.3621851,-74.5546731
Hong Kong,-0.1546599,-78.4917938
Oruro - Cercado,-17.9789929,-67.108705
La Habana,23.135571,-82.3575173
Cururupu,-1.824255,-44.872996
Pari,-23.532976,-46.6158488
Pichincha,-0.2950921,-78.4407932
Florencia-Caqueta,1.6699196,-75.5568324
São Bernardo,-3.3650267,-42.4224814
Erval Seco,-27.5511418,-53.506851
Jaen,-5.711329,-78.8186152
Jaén - Cajamarca,-5.711329,-78.8186152
Leonardo Ortiz,-6.7534883,-79.8429515
Descanso,-26.8246854,-53.5017586
Labrea,-7.2613683,-64.7924505
Venâncio Aires,-29.614306,-52.193159
Moreira Sales,-24.0509413,-53.0101722
Pedra Branca,-5.455674,-39.7166286
Coaraci,-14.6407979,-39.5496765
Veranópolis,-28.9351239,-51.5519175
Porto Lucena,-27.8532622,-55.0198385
Brasiléa,-10.9480281,-68.771828
Munique,-29.6905186,-53.8156319
Lapão,-11.3827148,-41.833808
Matupa,-10.1683242,-54.9346194
Boca do Acre,-8.7553487,-67.3930873
Vitoria da Conquista,-14.8567487,-40.8414804
Assuncion,-25.3024981,-57.6356889
Argirita,-21.612761,-42.8371922
Nossa Senhora da Conceição,-22.9060085,-47.0603908
Conselho da Praia,-20.3161018,-40.2916095
Ipiranga,-25.0239759,-50.5854615
Chihuahua,24.9450079,-99.7584185
Penafiel,-15.1834162,-41.4286077
Distrito Federal,-15.7754462,-47.7970891
Cañete,-23.5498493,-47.1909958
Medellín - Antioquia,6.2525506,-75.5589541
Guaraciama,-17.0129899,-43.6696448
Maracanã,-22.9121619,-43.2311861
Porto Franco,-6.34149,-47.396188
Angelopolis,10.4398876,-64.1890519
Itaiçaba,-4.68054,-37.8239968
Santo Antonio do Içá,-3.095443,-67.946279
Junqueiro,-9.9201549,-36.474737
Várzea Nova,-11.2527934,-40.9456569
Plateau,-22.4666667,-45.0
Pato de Minas,-23.5897179,-46.4975163
Conceição,-7.5565059,-38.5053706
Bula,-12.9908842,-38.5009575
Louveira,-23.08639,-46.95056
Elda,-23.4897519,-46.3629763
Pimenta,-20.4827995,-45.7985894
Baixo Gandu,-23.5194197,-46.507023
Rosario,-30.2527151,-54.9179382
Bellavista,-4.8908341,-80.6693514
Alvarães,-3.2155787,-64.8148327
Florencia - Caqueta,1.6699196,-75.5568324
Viña Del Mar,-21.7806779,-43.4052131
Distrito Central,-15.7844975,-47.8711486
Antioquia - Medellin,6.2525506,-75.5589541
Arroio do Meio,-29.4020392,-51.9444993
São Mateus do Sul,-25.866823,-50.382796
Aldeias Altas,-4.6291957,-43.4708622
Puerto Asis,-23.7410783,-46.6935139
Apuiarés,-3.9460303,-39.4313298
Carapicuiba,-23.5234673,-46.8406808
Jesuânia,-21.997777,-45.290833
Luque,-23.8809018,-46.7793135
Cocal dos Alves,-3.59964,-41.444741
São João dos Patos,-6.4934,-43.703623
Guaraci,-22.970394,-51.6479769
Mato Verde,-15.3942731,-42.8624286
Belfort,-15.9353687,-48.2862878
São Domingos do Sul,-28.5297239,-51.8905306
Mundo Novo,-11.8573859,-40.4731656
Carvalhópolis,-21.7773461,-45.8412117
Monte Alegre de Sergipe,-10.0277168,-37.5617249
Cajamarca,-7.1530653,-78.5264837
São João do Rio do Peixe,-6.7291053,-38.4478745
Bahía Blanca - Buenos Aires,-38.7099621,-62.2872218
Campos Lindos,-7.9740597,-46.8023881
Catigua,-21.0491485,-49.0578923
Prudentópolis,-25.203358,-50.9895774
Cruzeta,-6.4113343,-36.7872964
Aurora,-6.9426019,-38.9693765
Tuneiras do Oeste,-23.8672329,-52.8749376
Setubinha,-17.6001378,-42.1620269
Aratiba,-27.3811175,-52.291613
Itapiúna,-4.5654191,-38.9211537
Canutama,-6.5330019,-64.3834966
Turvelândia,-17.8534211,-50.3052387
Boquira,-12.8184859,-42.7270883
Viseu,-1.204892,-46.1392244
Cortazar - Guanajuato,20.4652859,-100.9537893
São Sebastião da Boa VIsta,-1.7182884,-49.5319955
Quevedo - Los Rios,-1.0258779,-79.4587179
25 de Diciembre,-0.2993475,-78.568215
Peixoto de Azevedo,-10.2429203,-54.9919857
Formosa da Serra Negra,-6.4437601,-46.1905789
Fukui,-23.6869626,-46.3578018
Buriti Bravo,-5.8391884,-43.8367876
Bariloche,-23.4377286,-46.7287541
Timbiras,-4.2551056,-43.9386212
Goioerê,-24.1851885,-53.0250623
Guaiúba,-4.0412656,-38.6369079
Buerarema,-14.9584826,-39.3010861
Maraba,-5.3462821,-49.1007401
Serra dos Aimorés,-17.7851517,-40.2460739
Campanário,-18.2392822,-41.7271598
Patrocinio do Muriaé,-21.153333,-42.214444
Huamanga - Ayacucho,-13.1725304,-74.2181709
Ayacucho - Huamanga,-13.1725304,-74.2181709
Acacias,-22.9132713,-45.3772053
El Salvador,-8.0767178,-34.9420709
San Juan de Lurigancho,-12.0203969,-76.9557526
Salinópolis,-0.6259282,-47.3442819
Caqueta - Florencia,1.6699196,-75.5568324
São Mamede,-6.923862,-37.095436
Tolima,5.1388271,-75.2831355
Itabaiana,-7.3299566,-35.3359995
Pinheiro Machado,-31.5792646,-53.3822191
Calle,-6.2621579,-36.516499
Ipeúna,-22.4356582,-47.7146714
Villeta,-19.9345634,-40.5925832
Moji Mirim,-22.433123,-46.958246
São Nicolau,-28.1857386,-55.2615035
Tierralta - Cordoba,8.0926034,-75.911178
Caucasia/Antioquia,7.9350132,-74.934926
La Plata,-32.9169412,-68.8770115
Córdoba,-31.4259908,-64.199561
Bataiporã,-22.2976466,-53.2685608
Antioquia - Medelin,6.2525506,-75.5589541
São Sebastião da VItória,-21.241336,-44.410053
Rosalândia,-16.4698862,-50.420586
Paudalho,-7.90287,-35.171639
Catu,-12.351274,-38.379108
Saki,-25.5589661,-49.2369029
Anua,-18.9471437,-48.2549106
Camacã,-15.2495418,-40.2479322
Quatá,-22.2470977,-50.7003624
Jequie,-13.8604033,-40.0719627
Piunhi,-16.3155764,-48.9484341
Santa Mariana,-23.1499367,-50.5199587
Itapipoca,-3.4960586,-39.5819197
Planaltina do Paraná,-23.0228724,-52.9160307
Caracaraí,1.827598,-61.125389
Trombudo,-29.6036459,-52.6867334
Cajazeiras,-6.8897849,-38.5570389
Zé Doca,-3.270145,-45.655344
Chiclayo - Lambayeque,-6.7703537,-79.7879974
Alto Paranaíba,-8.1379237,-34.9554271
Parnaiba,-2.9147515,-41.7661953
Vargem Grande,-3.5443611,-43.9149128
Capão da Canoa,-29.7508278,-50.0210729
Cuabá,-20.3273877,-43.1732947
Santa Luzia D'Oeste,-11.9064424,-61.7797356
Bom Jesus da Cachoeira,-21.253184,-42.4038632
Mariléia,-22.7307209,-43.5203153
Muriáe,-21.1313485,-42.3628918
Santo Antonio do Rio Abaixo,-19.2280364,-43.2532149
Tabajara,-29.1556282,-53.0545196
Belisario,-20.9145,-42.4949865
Dores de Indaiá,-19.4411093,-45.3639898
Coronel  Fabriciano,-19.5200067,-42.6282686
Sao Felix de Minas,-18.5907117,-41.4873737
Santana do Jacaré,-20.9023708,-45.1274193
Itaguai,-22.8122697,-43.823563
Cataguarino,-21.2828045,-42.7388096
Correia de Almeida,-21.2939165,-43.6165263
São José Nepomuceno,-21.5362775,-43.0083933
Curicó,-34.985101,-71.2528705
Estación,-39.8635921,-72.8183371
Concepcion,-36.8142076,-73.0584102
La Lingua,-23.534977,-46.6350672
Concepción - Chile,-3.0176948,-60.0146799
Bage,-31.3314264,-54.1062808
Comendador Venâncio,-21.1790589,-42.1035063
Bezerros,-8.2372132,-35.7558262
Santa Cruz do Capibaribe,-7.948019,-36.206092
Sintra  -  Portugal,-22.9227921,-46.9719231
Vila Nova de Famalicão,41.3781638,-8.6002171
Guimarães - Portugal,-18.8956702,-48.2517478
Ourém,-1.5489964,-47.1174572
Popayan - Cauca,2.4950838,-76.5715526
Bahia Blanca,-38.7099621,-62.2872218
Puente Alto - Santiago,-33.6142687,-70.5848619
Pamplona - Navarra,-22.9806568,-46.550053
Santo Antonio do Tauá,-1.1522,-48.131446
Quibala,-22.9127685,-43.5637962
Alabama,-15.6720073,-39.8362573
"Pachuca de Soto, Hgo",20.1200438,-98.744679
Helsinki,-19.9318636,-44.1564253
Durango,-15.8391053,-48.0364291
Santa Fé,-23.039993,-51.808014
Corrientes,-31.4733984,-52.2136919
Pachuca - Hidalgo,20.1200438,-98.744679
Ponferrada - Leon,42.5508795,-6.5882366
Ilha do Fogo,-16.1324804,-45.0774361
Distrito Federal - Mexico,19.3375496,-99.1773351
Arizona,-8.6952327,-40.934662
North Carolina,-25.6166847,-49.3667968
Rouen,-23.5723239,-46.6523814
Vannes,-23.4881698,-46.7293631
Valence,39.4716233,-0.3983581
Tucuman,-26.8093503,-65.1932168
Mendoza,-34.6297519,-68.3343967
Rennes,-18.959195,-48.3046887
Quilmes - Buenos Aires,-34.7638171,-58.2753767
Deutsch,-28.7354693,-53.1194
Iowa,-13.0677533,-45.9302759
California,-23.6672543,-51.3554556
Tennessee,-23.5959668,-46.6006627
Salamina,-12.7989837,-38.8553848
Itiruçu,-13.5338389,-40.1502444
Iguala - Guerrero,18.3488044,-99.5247278
Mirinzal,-2.0664539,-44.7837348
Nova Palma,-29.4711081,-53.4693751
Guadalajara,-3.7626088,-38.6193204
Puebla,-23.3163829,-51.1580335
Ilha de São VIcente,-23.9541019,-46.3631143
Santa Catarina,-27.0628367,-51.114965
Paris,-6.7104994,-69.8996685
Glasgow,-23.0861642,-48.9228531
Indiana,-22.1748508,-51.2534615
Tudela,-23.3666985,-47.4716699
Groningen,-22.6223458,-47.053586
Irapuato - Guanajuato,20.690509,-101.3658857
Corregio (Re),-22.647434,-43.2572985
Reggio Emilia,-23.4788667,-47.5134248
Vinhais - Bragança,-22.9976102,-46.5237023
Trier,-30.7995253,-51.7596188
La Libertad,-7.543582,-78.4474468
Oblast,-9.573303,-40.955261
Toronto - Canadá,-21.2142459,-47.8062739
Porto,-3.8929066,-42.7078344
Braga,-27.617348,-53.740514
Cumieira,-16.8740097,-40.8697247
Xalapa - Veracruz,19.5475231,-96.9467033
Villavicencio - Meta,3.9987985,-73.4143843
Neiva,-30.1461431,-51.329096
Toluca - Edo. de México,19.2812384,-99.6456298
San Luis Potosí,22.0153074,-99.0152065
Chillán,-36.6038627,-72.1124614
Rosário - Santa Fé,-15.9529412,-48.2960257
La Plata - Buenos Aires,-34.9219793,-57.958659
Le Mans,-15.6503758,-56.1224865
Setúbal,-23.5875846,-47.2059494
Zaragoza,25.5719614,-103.4212892
Modena,-25.4343359,-49.325056
Denver,-23.5246012,-46.3018185
Rio Cuarto / Córdoba,-33.1101221,-64.3349914
Alto Piquiri,-24.0239021,-53.4417448
Chuquisaca / Oropeza,-19.0317989,-65.2476029
Évora,-15.6025927,-56.0692671
Clermont-Ferrand,-22.9491724,-43.3485579
Tilburg,-25.4587569,-49.162132
Tierralta - Córdoba,8.0926034,-75.911178
Alagoinha,-6.948031,-35.5457929
San Mateo,-23.5971599,-46.4725866
Oslo,-30.0221046,-51.1553449
Tampico - Tamaulipas,22.2830852,-97.8827427
Hiroshima,-10.2995456,-56.9279191
Beirute,-20.4583655,-54.5518222
Lourdes,-20.9672545,-50.224966
Indianapolis,-22.2584276,-54.646005
Antioquia,6.506717,-75.068301
Filadelfia,-10.7418885,-40.1304175
Rio Cuarto - Cordoba,-33.1101221,-64.3349914
Amman,-23.6215319,-46.6799024
Atizapan de Zaragoza,19.6063675,-99.2388476
Papantla de Olarte - Veracruz,20.4448227,-97.3369908
Texcoco,19.5570221,-98.8823191
Alton,-21.9051429,-47.6374111
Houston,29.7425325,-95.4022603
San Antonio,-24.242848,-64.8659606
Laredo,-19.8037129,-44.0047911
Plano,-15.7183687,-47.9950273
Lódz,-23.6860709,-46.4576737
Laval,-23.6615364,-47.2337848
Avellaneda - Santa Fé,-34.6805783,-58.3908457
Oklahoma,-22.8639977,-43.5506656
San Pedro - Sucre,-0.2950921,-78.4407932
Salta,-22.5209016,-63.792556
Bologna,-23.5512193,-46.6496797
Medellín,6.2525506,-75.5589541
Galeras,-20.6434295,-46.0067606
Cartago,-3.7396513,-38.5338773
La Guajira,11.345556,-72.889722
Since,-23.6110649,-46.6206336
Brest,-23.7326703,-46.717302
La Yerbabuena,20.9732634,-101.2784049
Berlin,-29.7141598,-52.4322765
Tacuarembó,-23.701279,-46.7807288
Burgas,-23.6869548,-46.5339414
Ituitaba,-18.9662957,-49.4910855
Coahuila,25.5719614,-103.4212892
Born,-29.4047311,-52.0380736
Bahía Blanca,-38.7099621,-62.2872218
Besançon,-3.7296448,-38.4928455
Barra da Estiva,-13.6269662,-41.3278287
Chiapas,15.2327218,-92.4891758
Rivera,-29.4996762,-54.6822799
Chaco,-15.0075517,-42.8289987
Ota,-23.5424168,-46.5413946
Bordeaux,-3.7417641,-38.4929075
Rio Cuarto,-33.1101221,-64.3349914
Guateque,-23.6595516,-46.7725347
Genova,-23.5491053,-46.2635205
Valencia - Valencia,39.4716233,-0.3983581
Buga,-12.8245023,-38.2515385
Breda,-23.5380498,-46.6193008
Bello,-26.7797077,-50.9975685
Bogota,4.6315653,-74.1819142
Liestal,-23.4724862,-46.6428372
Strasbourg,-26.9109381,-49.0461427
Shanghai,-22.8434537,-43.2771667
Benito Juarez,-37.6835462,-59.8091189
Içara,-28.7116553,-49.2971441
Leon,42.5508795,-6.5882366
Lodz,-23.6860709,-46.4576737
Soest,-23.6206121,-46.6310091
Villagran,-22.909866,-43.6832653
Salamanca,-24.3409094,-54.2337577
Hamburg,-29.7138406,-52.4322749
São Miguel do Guaporé,-11.6951466,-62.7195739
Pueblo Nuevo,-36.9249775,-73.0276285
Palmito,-21.0441721,-43.9102936
Shushufindi,-0.1833703,-76.6402869
San Cayetano,-39.9156204,-62.6256907
Mandirituba,-25.7772457,-49.3279107
Calidonia / Panamá,8.9687392,-79.5399837
Foggia,-22.5794298,-47.4358147
Tres Arroyos,-38.3794848,-60.2624875
Urbino,-23.6705015,-46.6398533
Ubaira,-13.2616682,-39.6612866
Huesca / Huesca,42.1383326,-0.4096103
Mariquita,-12.4715818,-44.1996444
San Agustin,-16.4505595,-71.5238521
Pacora,-23.7083228,-46.7348474
Ciudad de México,19.3375496,-99.1773351
São Sebastião da Pedreira,38.7292597,-9.1498477
Santarém (São Nicolau),39.2354134,-8.6872329
Friedberg,-22.94692,-47.2830808
Finley,-23.4576282,-51.9282828
Wellington,-10.0126372,-38.3704178
Auckland,-23.831051,-46.7917646
Rio Quarto,-23.5219224,-46.61503
Sion,-19.9493624,-43.9325869
Salta-Capital,-34.6280137,-58.3832882
Leiria,39.7428597,-8.8052896
Goes,-5.4242108,-37.7895377
Wilmersdorf/Berlim,52.50115,13.2981076
Antiqua,-22.886061,-43.1241217
Medelin,-23.4277024,-51.8887711
Tabaporã,-11.3085286,-56.8212723
Sevilha,-14.893247,-40.8508671
Treinta Y Tres,-33.2916807,-53.9013791
Cagliari,-20.0878353,-47.7882554
Malaga,-8.8216328,-38.9797413
Castelo de Paiva,-23.5576983,-46.4963137
Itagua,-23.454413,-45.0670857
Tandil,-23.6804613,-46.748444
Pensilvania,-21.4652155,-50.5528888
Furquim,-20.3709569,-43.2005409
La Libertad/Ascope,-7.9633072,-79.0475739
Çankaya / Ancara,39.8962135,32.8699501
Mercedes,-24.4504957,-54.1647255
Charata,-27.2237861,-61.1784298
Padova,-16.4186815,-39.072304
Cuernavaca,-23.2072498,-45.788006
Pas-De-Calais,-27.5865376,-48.5481314
Nantes,-22.6191472,-51.2382255
Recanati,-1.1944711,-47.1807321
Pachuca,-33.6583738,-53.251008
Hidalgo,19.6821653,-100.5384777
Catanzaro,-30.0194706,-51.1462763
Chimbote,-9.1198764,-78.5218624
Florencia,-11.8390427,-41.2539196
Ciudad de Mexico,19.3375496,-99.1773351
Santa Ana,9.9353192,-84.2230945
Utrecht,-23.5124766,-46.4941061
Orleans,-28.3572698,-49.2872434
Montpellier,-26.4564297,-49.1389653
Triunfo - Santa Rosa,-9.11388,-70.037078
Hidrolândia,-16.9671342,-49.22826
Burgos,-33.3045856,-66.3499224
Tlalnepantla - México,19.5272866,-99.0993239
Acaraú,-2.8869514,-40.1194713
Serra Branca,-7.4815274,-36.6634581
São Francisco do Maranhão,-6.249397,-42.8581192
Itapecuru- Mirim,-3.3973569,-44.3560724
Pistoia,-29.6962571,-53.7349032
Luxembourg,-22.9873092,-43.1913982
Carpina,-7.8459105,-35.2538861
Riachão de Jacuipe,-11.8143206,-39.379027
Lexington,-23.557615,-46.6800836
Palmira,-21.455867,-43.5522107
Düsseldorf,-29.3643565,-51.1043461
Jos-North,52.8352188,4.6932553
Cumaru,-8.0065285,-35.6991651
Marcelino VIeira,-6.2938597,-38.1622228
Ilha do Governador,-22.8047981,-43.2199155
Cametá,-2.242949,-49.497885
Etiópia,-22.8565812,-43.4897286
San Sebastian,-26.9144614,-49.071939
Mari,-7.0580611,-35.3184163
Rio Consulado,-22.9101304,-43.1715515
Iacanga,-21.8928341,-49.0226082
Caacupé,-22.1191424,-56.5311987
Farroupilha,-29.22647,-51.3468188
Santa Quitéria do Maranhão,-3.3459824,-42.8980144
São João de Mereti,-22.5245469,-44.1428937
Piaçabuçu,-10.4066897,-36.433654
